,loan_id,gender,disbursemet_date,currency,country,sex,is_employed,job,location,loan_amount,number_of_defaults,outstanding_balance,interest_rate,age,number_of_defaults,remaining term,salary,marital_status,age,Loan Status
13,64325d0f-c840-44d1-ab60-d3900e300855,other,2020 05 18,USD,Zimbabwe,other,True,Doctor,Harare,21000.0,0,27148.856672075708,0.2,39,0,54,2597.865961073385,divorced,39,Did not default
14,ff566ef0-3d9c-4753-88fe-88d0345597f8,other,2020 08 11,USD,Zimbabwe,other,True,Doctor,Gweru,4000.0,0,25240.6257143289,0.2,35,0,58,2047.1718389049724,divorced,35,Did not default
15,10f31a17-8f23-4a33-91e0-902842e07cd8,other,2020 02 03,USD,Zimbabwe,other,True,Accountant,Rusape,44000.0,0,37769.424062484286,0.23,39,0,30,1816.7731954429876,divorced,39,Did not default
16,c588bd10-b454-4f66-b3e6-354fa1ad65c9,other,2021 04 27,USD,Zimbabwe,other,True,Data Analyst,Masvingo,42000.0,0,43021.79269507626,0.21,45,0,81,4065.432777230344,married,45,Defaulted
17,0fbbcc8e-8ca3-45eb-a874-5afa1cc2f8cd,male,2022 06 21,USD,Zimbabwe,male,True,Lawyer,Mutare,5000.0,2,26125.556927698206,0.15,31,2,54,2085.8562347868656,married,31,Defaulted
18,8c9f6aac-2a74-46d1-80dd-d063a17a8d98,male,2020 03 13,USD,Zimbabwe,male,True,Nurse,Bulawayo,23000.0,0,36037.92272377039,0.23,45,0,75,3416.542464594697,married,45,Did not default
19,e13b63f7-dacd-45d8-8bf7-ee004187cc10,female,2020 04 14,USD,Zimbabwe,female,True,Engineer,Kariba,57000.0,0,55030.126739914216,0.26,43,0,71,5035.613208422099,divorced,43,Did not default
20,123b8153-94f4-47d0-8566-af32cb87eac9,male,2021 01 28,USD,Zimbabwe,male,True,Nurse,Harare,33000.0,0,32831.84989091642,0.23,49,0,63,3132.7935736057757,married,49,Did not default
21,94562301-3fc3-47fe-964d-ad91fade3f3f,female,2021 10 13,USD,Zimbabwe,female,True,Software Developer,Rusape,37000.0,0,51174.24517270154,0.22,53,0,54,2769.8611692564245,single,53,Did not default
22,1911828c-7328-445a-a3ad-82fde54005e4,female,2023 05 05,USD,Zimbabwe,female,True,Nurse,Plumtree,13000.0,0,31306.586870033796,0.22,49,0,48,2129.293244816663,single,49,Did not default
23,5788a49f-afeb-404d-90cc-a08bb0d5eb24,female,2023 03 08,USD,Zimbabwe,female,True,Teacher,Marondera,49000.0,0,43024.83263408046,0.22,42,0,63,4179.474802345897,married,42,Did not default
24,29744ff3-dc18-4660-8cc9-85499be1bd0d,male,2020 06 03,USD,Zimbabwe,male,True,Software Developer,Chiredzi,24000.0,0,51022.509510607495,0.21,41,0,43,2251.7293689504254,divorced,41,Did not default
25,50dbdeab-b21f-4eb6-ab4b-cbe4358f43ce,other,2022 06 02,USD,Zimbabwe,other,True,Accountant,Plumtree,39000.0,0,36945.63492103871,0.22,41,0,57,3388.548385516893,divorced,41,Did not default
26,9941800b-38ee-4a66-8e24-7cff68481806,male,2023 07 21,USD,Zimbabwe,male,True,Engineer,Kadoma,46000.0,0,55431.052141651526,0.18,42,0,49,2755.61525631175,married,42,Did not default
27,8c960bee-555c-4ab7-a069-613ccddc528e,other,2021 07 24,USD,Zimbabwe,other,True,Doctor,Masvingo,33000.0,1,47856.56876648043,0.22,44,1,54,2915.8937616088097,divorced,44,Did not default
28,27ab82ee-b755-430c-97c0-fc08454dc7b0,other,2021 05 28,USD,Zimbabwe,other,True,Nurse,Shurugwi,36000.0,1,45727.70489063197,0.22,41,1,48,2751.6218368965965,divorced,41,Defaulted
29,45d534ee-83ff-4708-8acc-fe3a746bf7d6,other,2020 02 12,USD,Zimbabwe,other,True,Doctor,Gweru,35000.0,0,29614.796972318873,0.21,43,0,63,3435.392678392668,married,43,Did not default
30,17021e64-d51e-422a-80a5-f95bd2ed4e7d,other,2023 01 25,USD,Zimbabwe,other,False,,Kariba,35000.0,0,41067.10403061464,0.21,51,0,51,2481.6753189175633,single,51,Did not default
31,471287a2-0713-4665-bc9e-6a6304c89284,other,2022 06 25,USD,Zimbabwe,other,True,Data Analyst,Chivhu,33000.0,0,31221.255161283898,0.19,46,0,41,2435.5628204766845,single,46,Did not default
32,1b0f4886-d9ad-49af-8884-2257c0e746e8,female,2021 12 23,USD,Zimbabwe,female,True,Nurse,Mutare,4000.0,0,24391.674189916008,0.2,49,0,64,2017.5304213854404,single,49,Did not default
33,7d02577f-d846-41c9-af24-a92790251c8c,other,2023 06 01,USD,Zimbabwe,other,True,Software Developer,Chivhu,31000.0,0,32980.721398834365,0.21,44,0,46,2423.711804384879,married,44,Did not default
34,8a8d6136-0a1d-4632-a477-500e144c3b3b,other,2021 04 07,USD,Zimbabwe,other,True,Engineer,Plumtree,22000.0,0,38736.77959233892,0.18,42,0,47,2472.470222661742,single,42,Did not default
35,647eeb4b-722c-46f5-ad90-bd95975762ab,other,2021 12 22,USD,Zimbabwe,other,True,Data Analyst,Zvishavane,31000.0,0,41217.157591046096,0.19,51,0,42,2190.889511748615,single,51,Did not default
36,b835f981-3679-4ab1-b11f-6c0b0c26af56,female,2020 01 26,USD,Zimbabwe,female,True,Engineer,Chiredzi,33000.0,2,29256.675244176145,0.22,49,2,69,3325.9955381211425,married,49,Did not default
37,a4981777-2698-4592-9994-0f7403df372e,male,2020 07 18,USD,Zimbabwe,male,True,Doctor,Rusape,11000.0,2,30618.03809727727,0.22,37,2,48,2163.0067076801615,divorced,37,Did not default
38,8907846d-99b9-4369-b431-7766c68dd59f,male,2021 07 14,USD,Zimbabwe,male,True,Teacher,Harare,20000.0,1,30317.661475122233,0.24,43,1,39,2109.44278747285,married,43,Did not default
39,80baf68e-80a4-4776-a0a6-fcbdfaf86bdb,female,2020 12 31,USD,Zimbabwe,female,True,Nurse,Marondera,51000.0,0,46002.26423509105,0.21,41,0,67,4452.5729524452345,married,41,Did not default
40,992f6541-9166-4a40-a866-04dab1b1c3f3,female,2021 06 05,USD,Zimbabwe,female,True,Engineer,Nyanga,18000.0,0,31585.550075722465,0.2,39,0,39,2068.145235767665,married,39,Did not default
41,942154ed-aa0e-42ef-b0cd-30c533f219af,male,2020 12 11,USD,Zimbabwe,male,True,Software Developer,Masvingo,37000.0,0,31058.59140119312,0.23,52,0,42,2334.6132707954075,married,52,Did not default
42,946e6181-bfef-471d-acb3-46880722a126,female,2022 09 27,USD,Zimbabwe,female,True,Teacher,Gweru,42000.0,0,44897.747960234534,0.22,40,0,83,5114.040725042771,married,40,Did not default
43,7ce73d3a-aa1d-4f93-9fe6-98156294fa3f,male,2023 10 12,USD,Zimbabwe,male,True,Accountant,Nyanga,53000.0,0,47908.382307907115,0.22,43,0,66,4029.182108941047, ,43,Did not default
44,089c665d-2326-48d5-89ad-8119189d84ed,female,2023 08 15,USD,Zimbabwe,female,True,Nurse,Gweru,54000.0,0,43149.442060469,0.21,45,0,47,3031.011548790658,married,45,Did not default
45,496e39c3-817b-4520-a354-0ac2b004ceab,other,2023 01 20,USD,Zimbabwe,other,True,Engineer,Mutare,28000.0,0,36660.79626473767,0.21,41,0,52,2650.725697218523,divorced,41,Did not default
46,f524438d-dc43-48d5-aab8-4cfcd2df4365,male,2022 09 07,USD,Zimbabwe,male,True,Nurse,Rusape,21000.0,2,32010.804079251047,0.21,46,2,41,2172.3673704531197, ,46,Did not default
47,580a2bb9-6e01-4e59-b8c7-31dfccb6352c,female,2023 10 22,USD,zimbabwe,female,True,Doctor,Chivhu,27000.0,0,39137.7156966749,0.2,37,0,56,2894.636270818285,divorced,37,Did not default
48,e58a92c9-f40a-45a4-8b1d-add0b850a8f8,male,2022 02 20,USD,Zimbabwe,male,True,Engineer,Marondera,20000.0,0,35828.10849581231,0.22,47,0,62,2719.783424127427,married,47,Did not default
49,f4fbb3cf-5251-4b75-9a63-08b123298e43,male,2023 07 07,USD,Zimbabwe,male,True,Teacher,Chivhu,54000.0,0,61015.64131804192,0.22,42,0,44,2905.3623443637352,married,42,Did not default
50,e80acc0b-7da7-42c9-a427-c34240c4c22b,male,2022 06 26,USD,Zimbabwe,male,True,Nurse,Masvingo,39000.0,1,40181.40486611622,0.21,51,1,43,2336.584099446907,single,51,Defaulted
51,875eed85-257f-418d-89fa-3ad898292e32,other,2021 08 11,USD,Zimbabwe,other,True,Engineer,Mutare,27000.0,0,26078.587701807963,0.2,44,0,55,2666.0351559315804,married,44,Did not default
52,c0611c06-21df-4e9d-b635-e5e3f0eca574,male,2023 04 18,USD,Zimbabwe,male,True,Engineer,Marondera,26000.0,0,31008.374516253396,0.25,48,0,61,2868.2655308388976,married,48,Did not default
53,0784578a-29e5-4d92-a15c-c133af7598e5,female,2021 12 30,USD,Zimbabwe,female,True,Data Analyst,Masvingo,23000.0,0,33644.98833160662,0.18,55,0,42,2074.7196505672327,single,55,Did not default
54,a90f7500-29b0-4bd9-9716-b8ac8050a3f9,female,2020 08 30,USD,Zimbabwe,female,True,Teacher,Masvingo,42000.0,2,33629.5078127461,0.18,41,2,35,2101.2014197665585,single,41,Did not default
55,c1077d19-9fe4-48c4-a5e9-c16000941a0c,male,2021 10 30,USD,Zimbabwe,male,True,Doctor,Karoi,23000.0,1,30861.47141550058,0.22,43,1,63,2966.8340324257815,divorced,43,Did not default
56,27026022-b4c4-47ab-81d1-378da4caf20d,female,2020 09 07,USD,Zimbabwe,female,True,Teacher,Marondera,40000.0,2,31575.20271704723,0.22,40,2,56,3502.570364468045, ,40,Did not default
57,4635e793-9674-4058-bc29-5dca9c3c2192,female,2023 07 22,USD,Zimbabwe,female,True,Teacher,Beitbridge,46000.0,1,36485.47192634095,0.24,42,1,56,3660.843236851636,married,42,Did not default
58,2d9653bf-6d9a-4276-8b46-6cf74f12949f,other,2023 10 10,USD,Zimbabwe,other,True,Nurse,Harare,37000.0,0,26104.9901428269,0.21,49,0,77,3782.0219013695487,single,49,Did not default
59,def4359d-4da1-4180-96ae-6458d188e160,other,2023 05 31,USD,Zimbabwe,other,True,Nurse,Chimanimani,34000.0,2,38600.65352836564,0.19,47,2,54,2666.1765716975347,single,47,Did not default
60,be24a75c-cb92-4c94-b2a8-eb46ab9ef7a2,other,2020 03 04,USD,Zimbabwe,other,True,Doctor,Marondera,35000.0,0,43459.44980998586,0.22,43,0,53,2870.977338299054,divorced,43,Did not default
61,545a76a7-80e8-4650-b991-85fc510c6348,other,2021 06 08,USD,Zimbabwe,other,True,Data Analyst,Bulawayo,32000.0,0,30897.359622096155,0.19,51,0,49,2494.0932249037583,single,51,Did not default
62,e2890e8f-ee0a-45e3-b316-2818eea0e839,male,2020 09 03,USD,Zimbabwe,male,True,Engineer,Chivhu,33000.0,0,36441.926137022885,0.22,50,0,46,2421.462231907225,married,50,Did not default
63,8b015076-c21c-4338-8bb6-5d66ed3688eb,other,2020 05 26,USD,Zimbabwe,other,True,Teacher,Masvingo,16000.0,0,30939.05152123953,0.17,43,0,54,2420.9010858381744,single,43,Did not default
64,37ec156d-f62c-43e6-945d-7eac5610f258,male,2020 02 08,USD,Zimbabwe,male,True,Doctor,Redcliff,30000.0,0,34467.99166111236,0.21,36,0,72,3900.472453100101,divorced,36,Did not default
65,60ee0b23-2b8f-44aa-a652-4743d2160ad3,female,2022 07 12,USD,Zimbabwe,female,True,Engineer,Nyanga,35000.0,0,68778.83680742135,0.19,41,0,25,1620.8388429899726,married,41,Did not default
66,7accd3aa-3645-45e2-8c2e-61faccd0f979,female,2023 01 11,USD,Zimbabwe,female,True,Engineer,Kwekwe,5000.0,1,26025.704336392053,0.19,47,1,36,1876.4011327065016,single,47,Did not default
67,6984c8d9-48e0-4fa2-8a73-3cdbf6792716,male,2022 06 11,USD,Zimbabwe,male,True,Data Analyst,Rusape,39000.0,0,39551.46222712201,0.2,55,0,40,2078.142535607598,single,55,Did not default
68,06d4808f-02a7-4549-aa6d-93e937a26abd,female,2021 07 21,USD,Zimbabwe,female,True,Teacher,Beitbridge,55000.0,0,37940.54932718914,0.24,42,0,43,2984.759474519032,married,42,Did not default
69,da6d434e-7c86-43d8-a78a-114b3ec26b9b,female,2020 10 17,USD,Zimbabwe,female,True,Data Analyst,Kadoma,30000.0,0,32902.02671996999,0.22,41,0,53,3032.393589016866,married,41,Did not default
70,a1e789f5-ced1-4e61-82ce-d38b20283461,other,2021 04 28,USD,Zimbabwe,other,True,Software Developer,Mutare,42000.0,0,34303.5328166174,0.22,46,0,56,3145.135779312566,married,46,Did not default
71,30e3a03f-cf46-45f8-80e1-8ef6fcf8d7b4,male,2022 03 14,USD,Zimbabwe,male,True,Nurse,Karoi,29000.0,0,31630.885684117042,0.2,45,0,55,2637.423113673488,married,45,Defaulted
72,30516d79-d9d3-4018-8cb5-e5343c8206b6,other,2021 10 03,USD,Zimbabwe,other,True,Doctor,Harare,27000.0,0,30971.027365936716,0.21,44,0,61,3051.814025720293,married,44,Defaulted
73,3b1e903d-736b-481a-8895-6026caeaebc6,female,2022 10 02,USD,Zimbabwe,female,True,Engineer, Karoi ,35000.0,1,56791.08599168648,0.21,52,1,52,2668.1405606395297,single,52,Did not default
74,80a4f8c6-4f3f-4301-8cee-fb11f0e4508e,male,2023 01 31,USD,Zimbabwe,male,True,Nurse,Kwekwe,19000.0,0,43443.95945630903,0.2,44,0,47,2225.1072328676955,married,44,Did not default
75,6631ccb2-dbbe-4827-80c0-6c8ce79aa523,female,2023 06 01,USD,Zimbabwe,female,True,Engineer,Shurugwi,42000.0,2,36490.83315797364,0.21,56,2,68,3214.548985776056,single,56,Did not default
76,ffaf5a43-265e-4290-b78e-ca65825248fe,male,2020 04 19,USD,Zimbabwe,male,True,Software Developer,Shurugwi,26000.0,1,30209.805899078052,0.21,43,1,81,3661.791333445455,divorced,43,Did not default
77,b6a0106d-8945-4571-9b58-75e144e42f77,male,2020 07 03,USD,Zimbabwe,male,True,Engineer,Plumtree,45000.0,0,31042.518598898747,0.21,52,0,42,2313.1343418487013,single,52,Did not default
78,0e008dc3-8974-4dfe-97fe-829277ffd744,female,2022 07 23,USD,Zimbabwe,female,True,Nurse,Plumtree,5000.0,0,25455.56113973065,0.19,55,0,36,1871.1521156428946,single,55,Did not default
79,805815ea-f174-454a-9003-8d75cde76f9f,male,2021 02 08,USD,Zimbabwe,male,False,,Beitbridge,21000.0,1,33020.35947789509,0.2,50,1,57,2446.6671691042943,single,50,Did not default
80,23da02d8-70ae-496f-869a-3512ee24f674,female,2022 12 26,USD,Zimbabwe,female,True,Nurse,Chipinge,35000.0,0,51547.92815850189,0.19,41,0,58,3084.7842005701923,married,41,Defaulted
81,1dd68d36-f763-4a95-9f99-6a8eedeb9478,other,2023 01 19,USD,Zimbabwe,other,True,Teacher,Kadoma,27000.0,1,29972.639863488315,0.23,46,1,49,2649.4754405683766,single,46,Did not default
82,c0a86fa7-7016-4133-ab3c-2a35bd5044bb,female,2023 03 14,USD,Zimbabwe,female,True,Teacher,Chivhu,44000.0,1,46983.06421232491,0.21,44,1,30,1792.0993621036691,single,44,Did not default
83,334899d2-0485-4721-8ae4-499af6e40809,male,2022 12 26,USD,Zimbabwe,male,True,Engineer,Plumtree,23000.0,1,36264.200799880855,0.24,39,1,61,3089.439644930385,divorced,39,Did not default
84,bc2e1780-4d23-4899-aa80-d370cca3549c,other,2023 10 25,USD,Zimbabwe,other,True,Software Developer,Harare,42000.0,0,49985.49173263047,0.22,47,0,80,4192.054494417894,married,47,Did not default
85,af5fd6b0-cb1e-4d9f-a0aa-ed6087c5a685,female,2020 09 12,USD,Zimbabwe,female,True,Accountant,Nyanga,27000.0,0,41618.98283893935,0.23,38,0,68,3396.9875779378312,divorced,38,Did not default
86,482effbe-c535-4335-af9a-9c3a10caa425,other,2020 12 18,USD,Zimbabwe,other,True,Lawyer,Masvingo,17000.0,0,29291.089280224514,0.22,33,0,45,2284.9119040917103,divorced,33,Did not default
87,c70726ea-2bed-4d28-a641-fff3e25c5770,female,2022 03 06,USD,Zimbabwe,female,True,Teacher,Gweru,43000.0,1,51547.24060816803,0.22,41,1,52   ,3204.928938944022,married,41,Did not default
88,7bb453d1-e38a-40be-960d-54f6f93372a1,female,2021 07 08,USD,Zimbabwe,female,True,Nurse,Masvingo,32000.0,0,29479.323641389026,0.22,58,0,49,2362.7507154090335,single,58,Did not default
89,1211908a-6e38-4c03-9935-9eb54b602707,male,2023 11 04,USD,Zimbabwe,male,True,Data Scientist,Kadoma,56000.0,0,57928.1654364077,0.2,47,0,48,3037.172725816733,single,47,Did not default
90,45195f0b-a89e-4d8d-9afc-cbbbf473c1e2,male,2023 02 28,USD,Zimbabwe,male,True,Engineer,Chiredzi,10000.0,0,28721.569104568254,0.2,42,0,59,2247.366309423204,married,42,Did not default
91,58b3d7b1-46b6-4482-9ba2-49afa0428144,male,2021 01 09,USD,Zimbabwe,male,True,Engineer,Gweru,18000.0,0,30949.577679796894,0.21,49,0,32,1867.5463880074299,single,49,Did not default
92,5f8b4573-8d29-463c-9669-8fdc7432cee9,male,2021 09 14,USD,Zimbabwe,male,True,Data Analyst,Karoi,25000.0,2,33220.713770029426,0.23,41,2,65,3340.146705946158,divorced,41,Defaulted
93,6c316a95-9dda-4ced-9668-ac7572bcb6a6,male,2023 04 25,USD,Zimbabwe,male,True,Nurse,Shurugwi,14000.0,1,26568.04336707353,0.18,43,1,66,2454.252113232076,single,43,Defaulted
94,3af89ab5-c619-45b9-8b5f-fdf2d631a253,male,2020 06 22,USD,Zimbabwe,male,True,Nurse,Marondera,23000.0,0,28135.413156869563,0.21,51,0,42,2183.209371911606,single,51,Did not default
95,93119e08-69d8-4d09-9f24-d7af7ee01c26,male,2021 08 06,USD,Zimbabwe,male,True,Accountant,Mutare,5000.0,1,25679.317516086343,0.22,33,1,44,1973.8526962763115,divorced,33,Defaulted
96,ab156a78-b4b5-40c0-a15c-30914a4f9ad3,other,2021 10 23,USD,Zimbabwe,other,False,,Chipinge,19000.0,0,32413.091877841354,0.18,38,0,57,2447.5031274509092,married,38,Defaulted
97,a99a6ada-6072-4ae7-b6e5-0c867ec54200,other,2021 03 16,USD,Zimbabwe,other,True,Nurse,Mutare,38000.0,1,32616.64532272422,0.19,49,1,54   ,2625.921465069283,single,49,Did not default
98,27019aa0-b5a6-4b43-b66a-6c9c4f290bda,female,2023 11 05,USD,Zimbabwe,female,True,Data Analyst,Gweru,32000.0,0,33773.79273693613,0.2,38,0,34,2083.203918229433,married,38,Did not default
99,86a32604-ba48-4f1a-ab41-4d84a97d4ada,other,2022 12 05,USD,Zimbabwe,other,True,Software Developer,Karoi,45000.0,2,34419.31158206123,0.24,41,2,41,2857.9726506834877,divorced,41,Defaulted
100,953eb849-e53e-49a8-a011-afeb8bcc0da4,other,2021 01 07,USD,Zimbabwe,other,True,Accountant,Bulawayo,50000.0,1,28092.035513258164,0.23,45,1,40,2495.786460110081,divorced,45,Did not default
101,7412306a-0817-432b-8c9e-2e8487fcdf7d,female,2021 08 29,USD,Zimbabwe,female,True,Engineer,Harare,48000.0,0,45293.16246174573,0.21,44,0,48,3114.491073891897,married,44,Did not default
102,e87f3b66-5606-45ee-a14e-ee8141a46fde,female,2020 12 06,USD,Zimbabwe,female,True,Data Scientist,Nyanga,34000.0,0,37730.54516763564,0.23,39,0,54,3575.6582539220417,married,39,Did not default
103,5aae4887-3d85-4f8f-8f49-d5f6a8e69f11,male,2022 01 02,USD,Zimbabwe,male,True,Accountant,Nyanga,37000.0,1,39238.51593048015,0.21,36,1,46,2713.49866195041,divorced,36,Did not default
104,ef854b7f-9852-48de-abb6-308b52e78264,other,2021 12 01,USD,Zimbabwe,other,True,Engineer,Kadoma,30000.0,2,35172.29956092943,0.2,44,2,55,2798.3150445587703,married,44,Defaulted
105,be63fc4c-9c40-4344-b065-701aaf06642b,male,2022 08 05,USD,Zimbabwe,male,True,Nurse,Masvingo,30000.0,1,30734.863910217988,0.21,48,1,50,2539.3374528049835,single,48,Did not default
106,263a7a17-518f-49ff-93f3-31864e71fd33,female,2020 01 20,USD,Zimbabwe,female,True,Teacher,Kadoma,39000.0,0,30104.76365838402,0.25,41,0,51,3063.3808378528474,married,41,Did not default
107,4b27e5d0-2512-4002-9c4e-0588617dfaff,other,2023 09 04,USD,Zimbabwe,other,True,Data Analyst,Harare,26000.0,1,36278.77136313255,0.2,45,1,60,3040.0355748051015,single,45,Did not default
108,4e975d53-f492-4d40-83e2-0348770530cf,male,2022 09 15,USD,Zimbabwe,male,False,,Bulawayo,38000.0,0,39968.16942041984,0.21,50,0,56,2738.0740314186064,single,50,Did not default
109,b8c3ba40-fd7d-4d8c-b978-625bab340847,other,2023 07 28,USD,Zimbabwe,other,True,Lawyer,Plumtree,24000.0,0,38698.43804370488,0.23,37,0,42,2384.369966664691,divorced,37,Did not default
110,aa929572-39b4-46b9-94ee-aefad75a3855,female,2020 01 05,USD,Zimbabwe,female,True,Engineer,Nyanga,31000.0,0,37161.05675330871,0.2,42,0,45,2459.271225903588,married,42,Did not default
111,bacceefa-5070-4d84-8f0e-88f5114063e2,female,2020 04 20,USD,Zimbabwe,female,True,Nurse,Nyanga,45000.0,0,55018.463870154344,0.24,41,0,35,2217.875911326169,divorced,41,Did not default
112,f859ec50-6a6b-4bd9-a1d8-0438092eb6ae,male,2022 09 12,USD,Zimbabwe,male,True,Software Developer,Chipinge,30000.0,0,33714.80896778326,0.2,46,0,25,1647.6367783040782,married,46,Did not default
113,71bdd3c7-8531-49a0-9f60-671b9f6619f5,other,2020 04 25,USD,Zimbabwe,other,True,Data Analyst,Gweru,37000.0,0,53054.178217949535,0.23,47,0,58,2969.8791664881214,married,47,Defaulted
114,4427279b-6262-4c54-9b8a-eab02eb9de97,male,2022 03 22,USD,Zimbabwe,male,True,Nurse,Chimanimani,37000.0,0,32614.609617584792,0.25,48,0,69_,3808.470782584217,married,48,Did not default
115,afe413b8-f363-4dbf-b4ce-6ae2f3a8f0e3,male,2021 02 22,USD,Zimbabwe,male,True,Engineer,Karoi,13000.0,0,32995.1243374845,0.19,41,0,42,2037.740162405606,married,41,Defaulted
116,16a48db4-7c17-4d06-9b3a-f90ca3193e6a,other,2020 10 11,USD,Zimbabwe,other,True,Doctor,Mutare,38000.0,0,25485.710911824557,0.21,44,0,74,3987.150724914136,married,44,Did not default
117,ea3e6317-feb9-470e-8027-88c3651bdb72,male,2021 02 19,USD,Zimbabwe,male,True,Teacher,Beitbridge,62000.0,0,42839.219510418116,0.21,40,0,84,6022.161216194317,married,40,Did not default
118,b1d8fda7-a384-40b2-9266-21fcb4b81cc9,other,2022 09 11,USD,Zimbabwe,other,True,Doctor,Chipinge,14000.0,0,28282.865879088742,0.2,38,0,62,2617.9396946711518,divorced,38,Did not default
119,2984aa5f-0602-4132-a1ce-358338346e0b,other,2021 05 22,USD,Zimbabwe,other,True,Teacher,Masvingo,25000.0,2,24334.12989328695,0.21,44,2,56,2681.971785661408,single,44,Did not default
120,f361e3e7-e7bf-4e1e-8861-748e6666ae84,female,2020 11 23,USD,Zimbabwe,female,True,Software Developer,Chipinge,6000.0,0,26176.08508354577,0.22,50,0,64,2101.5618275768893,married,50,Did not default
121,c7c8b98a-69e3-4118-9355-677cedd3565d,other,2020 12 05,USD,Zimbabwe,other,True,Engineer,Chimanimani,38000.0,0,29023.809960100592,0.21,47,0,59,3119.7903890536545,married,47,Did not default
122,21ea734b-cf48-4b84-bce2-db369bfe857f,other,2022 01 06,USD,Zimbabwe,other,True,Teacher,Masvingo,25000.0,1,22306.215336743873,0.21,42,1,53,2761.8609219577734,married,42,Did not default
123,70682be4-7879-4977-81b9-ff05a2e31742,male,2022 03 27,USD,Zimbabwe,male,True,Data Analyst,Bulawayo,49000.0,0,30607.241691327174,0.2,39,0,35,2189.748656712506,married,39,Did not default
124,a0fddfa8-df33-4569-9779-19b77c7076d0,male,2022 09 27,USD,Zimbabwe,male,True,Nurse,Gweru,17000.0,0,32394.56069404624,0.22,41,0,65,2897.2242280578203,married,41,Did not default
125,f6f62741-88db-492b-80b3-2715880de4bb,female,2021 10 29,USD,Zimbabwe,female,False,,Nyanga,46000.0,0,51769.01002944374,0.21,44,0,32,1929.6735555849752,married,44,Did not default
126,368200d8-b0b3-4f2a-b5ae-94c6745150d7,female,2021 05 09,USD,Zimbabwe,female,True,Lawyer,Chivhu,19000.0,0,41947.83813433996,0.22,35,0,49,2497.0546609908056,divorced,35,Did not default
127,a640274c-0202-45d1-92ae-03fa8bec96c4,female,2022 03 07,USD,Zimbabwe,female,True,Engineer,Harare,11000.0,2,31451.240434158037,0.22,49,2,41_,2005.610234073426,married,49,Did not default
128,4f10de7d-076a-4d41-84d0-3300880d7e7b,male,2020 11 08,USD,Zimbabwe,male,True,Data Analyst,Bulawayo,29000.0,1,32696.54392786479,0.21,51,1,81,3414.529027740792,single,51,Did not default
